PRN_NO,Name,hour_study,prev_midsemmarks,Prev_Sem_Marks,Attendance_%,Mobile_Screen_Time_hrs,Risk
2309170,Amit Joshi,6,17,95,77.5,1.7,0
2309171,Ananya Singh,6,7,39,48,10.3,1
2309172,Aryan Rao,0,16,81,62.8,11.2,0
2309173,Deepak Tiwari,4,10,70,81.7,9,0
2309174,Aditya Pawar,6,10,59,94.1,11.9,0
2309175,Priya Nair,1,2,100,91.2,1,1
2309176,Raj Nair,5,7,84,34.9,4.3,1
2309177,Aryan Patel,1,7,47,35.7,2,1
2309178,Vijay Pandey,2,20,73,71.8,9.5,0
2309179,Kavya Jadhav,0,20,21,64.8,10.7,1
2309180,Neha More,2,2,100,50.5,5.6,1
2309181,Ananya Gupta,6,9,33,98.3,10,0
2309182,Vijay Chavan,4,18,33,82.2,10.2,0
2309183,Kunal Pandey,3,13,63,78.1,2.1,0
2309184,Pooja Rao,7,17,59,42.7,4.8,0
2309185,Ananya Verma,7,2,53,49.9,2.7,1
2309186,Manish Kulkarni,0,19,84,72.4,8.2,0
2309187,Krishna Singh,8,13,37,85.7,5,0
2309188,Arjun Kumar,8,10,53,95.2,8.2,0
2309189,Amit Nair,1,9,68,78.8,10.6,0
2309190,Rohan Tiwari,1,13,99,59.3,5.2,1
2309191,Kunal Gupta,7,0,74,78.4,11.7,0
2309192,Riya Pandey,5,15,81,34.8,5.2,0
2309193,Arjun Patel,2,5,89,72,3,1
2309194,Suresh Nair,1,17,43,92.6,6.6,1
2309195,Arjun Pandey,4,15,100,74.6,5.1,0
2309196,Shreya Kumar,7,18,67,30.5,1.9,0
2309197,Rahul Verma,5,15,99,78.6,0.8,0
2309198,Amit Kumar,2,4,58,80.9,9.1,1
2309199,Suresh Kumar,8,11,67,67.9,11.2,0
2309200,Vihaan More,7,5,89,87.1,5.6,0
2309201,Suresh Jadhav,5,1,99,44.2,1.3,1
2309202,Kunal Sharma,0,15,28,58.6,9,1
2309203,Aisha Pandey,1,20,48,86.5,10.5,1
2309204,Shreya Shah,3,10,87,72.3,4.2,0
2309205,Aarav Joshi,1,11,79,99.6,3.1,0
2309206,Neha Sharma,2,10,45,34.8,4.4,1
2309207,Vijay Joshi,7,19,57,47.1,10.9,1
2309208,Vivaan Joshi,8,18,81,43.9,5.3,0
2309209,Neha Mishra,5,7,45,98.3,8,1
2309210,Deepak Gupta,3,17,33,90.8,1.4,0
2309211,Suresh More,1,4,68,39.3,3.7,1
2309212,Aarav Sharma,6,11,62,54.8,3.1,0
2309213,Manish Jadhav,6,9,27,33.7,1.2,1
2309214,Vijay Sharma,8,14,59,74.3,1.9,0
2309215,Manish Gupta,4,4,44,53.2,5.3,1
2309216,Krishna Shah,3,16,82,48,6.9,0
2309217,Krishna Jadhav,5,3,23,66.6,4.1,1
2309218,Suresh Desai,1,11,34,85.7,5.3,1
2309219,Aarav More,1,17,35,58.3,9.2,1
2309220,Amit Nair,8,7,73,83,3.3,0
2309221,Vivaan Joshi,6,19,30,61.2,0.9,0
2309222,Aisha Verma,6,16,47,45,3.5,1
2309223,Neha Rao,4,7,26,61.2,11.1,1
2309224,Aryan Mehta,6,12,57,67.7,0.7,0
2309225,Ishaan Desai,8,2,43,62.3,2,1
2309226,Krishna Kulkarni,4,2,87,49.2,1.2,1
2309227,Nikhil Kulkarni,8,6,56,43,4.8,1
2309228,Krishna Kumar,0,17,54,96.3,7.9,0
2309229,Nikhil Pandey,2,20,25,50.8,11,1
2309230,Vivaan Sharma,6,6,52,79.4,9.6,0
2309231,Krishna Mehta,3,1,100,53.8,3.4,1
2309232,Diya Kumar,1,6,73,97.9,7.8,1
2309233,Manish Gupta,2,1,33,99.2,8.1,1
2309234,Siddharth Patel,6,6,38,87.8,1.5,1
2309235,Rahul Singh,7,13,30,70.7,5.4,0
2309236,Kavya Chavan,8,14,90,67.9,4.1,0
2309237,Riya Kulkarni,5,15,64,53,2.3,0
2309238,Aditya Rao,8,7,79,38.5,1.2,1
2309239,Aarav Chavan,3,15,77,35.5,0.8,0
2309240,Pooja Joshi,4,20,97,62.6,10.4,0
2309241,Vivaan Nair,0,6,43,98.5,4.3,1
2309242,Deepak Pandey,8,10,30,47.3,6.2,1
2309243,Sai Verma,8,3,91,58.8,3.9,1
2309244,Vijay Pawar,8,17,63,74.9,2.4,0
2309245,Nikhil Sharma,2,12,98,54.6,3.5,1
2309246,Aarav Singh,7,16,85,30.3,2.5,0
2309247,Aisha Chavan,2,11,64,57.7,9.2,1
2309248,Ishaan Sharma,5,17,93,86.3,10.9,0
2309249,Raj More,4,9,51,96.1,5.5,0
2309250,Priya Pawar,7,6,36,49.3,10,1
2309251,Deepak Nair,2,11,73,94.5,5.4,0
2309252,Ananya Mehta,0,11,29,90.7,5.6,1
2309253,Rohan Shah,8,12,25,58.5,6.1,1
2309254,Pooja Kumar,8,0,39,30.3,9.9,1
2309255,Kavya Gupta,2,6,20,89.1,11.3,1
2309256,Sneha Verma,1,15,83,50.1,9.1,1
2309257,Riya Pawar,3,15,100,82.9,10.7,0
2309258,Aditya Sharma,7,20,20,70,7.9,0
2309259,Manish Jadhav,5,15,80,45.5,10.2,1
2309260,Shreya Singh,0,15,98,75.4,6.9,0
2309261,Pooja More,7,13,20,83.5,9.4,0
2309262,Neha Nair,4,10,100,63.2,8.6,0
2309263,Arjun More,5,18,65,82.4,9.1,0
2309264,Priya Joshi,4,10,79,58.3,3.2,0
2309265,Arjun Kulkarni,4,1,62,98.6,2.3,0
2309266,Ananya More,2,6,63,46.8,8,1
2309267,Pooja Shah,3,8,57,84.4,6.1,0
2309268,Vihaan Shah,4,8,21,82.5,9.3,0
2309269,Shreya Pawar,1,13,31,67.1,2.2,1
2309270,Neha Chavan,5,9,42,54.5,11.4,1
2309271,Priya Verma,1,15,28,61.2,8.6,1
2309272,Riya Sharma,3,17,27,74.1,0.8,0
2309273,Kavya Jadhav,0,0,69,67.1,7.1,1
2309274,Siddharth Mishra,3,1,99,83.3,4.1,0
2309275,Arjun Rao,6,19,81,55.2,3.7,0
2309276,Aarav Nair,7,3,42,37.5,10.9,1
2309277,Arjun Sharma,1,1,78,65.4,10.1,1
2309278,Suresh Desai,2,3,29,48.1,0.6,1
2309279,Vijay Joshi,0,5,31,73.2,2.6,1
2309280,Shreya Kulkarni,6,3,81,66.4,8.8,0
2309281,Rahul Nair,3,17,95,84.5,10.3,0
2309282,Deepak Pandey,7,4,49,70.3,8.8,1
2309283,Vihaan Chavan,4,10,93,60.2,6.5,0
2309284,Pooja Pandey,8,12,97,38.4,11.8,1
2309285,Ananya Kumar,5,2,87,38.4,9.7,1
2309286,Ishaan Jadhav,1,18,66,74.8,5.9,0
2309287,Kunal Rao,0,19,60,91.7,7.2,0
2309288,Arjun Verma,0,10,26,59,1,1
2309289,Ananya Singh,8,10,93,67.2,11.6,0
2309290,Suresh Mishra,0,20,71,71.4,4.7,0
2309291,Kavya Chavan,2,1,64,63.4,8.1,1
2309292,Krishna Sharma,1,14,57,34.2,8.2,1
2309293,Pooja Shah,3,7,55,71.2,1.2,0
2309294,Arjun Jadhav,0,1,100,39.6,3.6,1
2309295,Aisha Verma,0,7,77,68.9,8,1
2309296,Vihaan Pandey,3,19,65,84.3,11,0
2309297,Sai Shah,3,14,86,30.4,9.5,1
2309298,Siddharth Jadhav,6,15,84,60.1,7.2,0
2309299,Manish Kulkarni,7,12,37,82.2,3.2,0
2309300,Vihaan Sharma,7,16,21,67,11.4,0
2309301,Pooja Jadhav,7,13,23,46.5,5.1,1
2309302,Sneha Patel,8,13,61,78.8,2.2,0
2309303,Siddharth Pandey,0,0,68,84.8,0.7,1
2309304,Manish Gupta,8,0,68,55.4,11.4,1
2309305,Manish Patel,7,2,26,50.8,9.4,1
2309306,Amit Joshi,0,14,28,68.2,3,1
2309307,Sai Sharma,6,4,90,55.6,2.1,1
2309308,Neha Joshi,8,4,46,88.5,11.5,1
2309309,Vihaan Shah,3,3,40,84.5,3.3,1
2309310,Aisha Jadhav,8,13,54,51.8,5.8,0
2309311,Krishna More,0,19,95,62,7.5,0
2309312,Amit Singh,8,6,55,92.3,1.2,0
2309313,Aarav Mehta,5,14,86,40.3,4.5,0
2309314,Manish Pandey,3,10,62,82.8,11.4,0
2309315,Amit Kumar,4,13,27,52.2,8.6,1
2309316,Pooja Pandey,6,5,97,38.4,4.7,1
2309317,Shreya Joshi,3,9,55,38.2,9.6,1
2309318,Amit Jadhav,7,6,67,49.3,10.1,1
2309319,Riya Verma,2,9,65,68.4,2.2,0
2309320,Vihaan Kulkarni,1,13,51,93.6,7.2,0
2309321,Riya Patel,0,4,26,51.2,4.7,1
2309322,Vijay Verma,5,0,93,43.9,6.3,1
2309323,Aditya Gupta,1,18,31,63.5,5.9,1
2309324,Vivaan More,7,7,74,41,6.3,1
2309325,Vijay Kulkarni,3,18,42,49,6.5,1
2309326,Kunal Verma,8,16,94,99.1,1.3,0
2309327,Vivaan Kulkarni,3,18,71,69.1,2.5,0
2309328,Shreya Kulkarni,3,15,32,84.9,7,0
2309329,Deepak Tiwari,7,3,95,44.8,11.3,1
2309330,Nikhil Pandey,7,7,90,66.4,9.1,0
2309331,Ananya Desai,4,3,72,65.7,3.2,0
2309332,Priya Joshi,2,12,82,86.9,4.7,0
2309333,Ananya Chavan,1,6,93,31.5,4.4,1
2309334,Arjun Verma,8,0,90,90.2,9.3,0
2309335,Amit Chavan,8,8,70,35.6,11.7,1
2309336,Suresh Pandey,4,3,77,94.2,4.6,0
2309337,Priya Rao,7,13,46,40,0.7,1
2309338,Diya More,6,8,26,67.3,11.3,0
2309339,Aryan More,2,2,69,37,9.2,1
2309340,Kunal Gupta,4,14,43,61.3,10.1,0
2309341,Deepak Joshi,8,4,44,50.9,2.9,1
2309342,Priya Tiwari,3,0,63,59.4,7.9,1
2309343,Suresh Chavan,2,10,55,68.2,3.2,0
2309344,Shreya Singh,6,18,76,62.2,0.6,0
2309345,Aarav Pandey,7,4,56,31.6,2.3,1
2309346,Sneha More,4,16,71,90.4,11.1,0
2309347,Manish Gupta,7,18,82,36.6,3,0
2309348,Vihaan Mishra,4,16,26,98.6,7.2,0
2309349,Shreya Shah,8,4,79,89.6,11.6,0
2309350,Suresh Pandey,6,19,56,69.3,1.4,0
2309351,Kunal Mehta,4,8,40,47.2,9.8,1
2309352,Vihaan Gupta,8,5,65,36,7.4,1
2309353,Krishna Mishra,4,20,40,77,4.2,0
2309354,Aryan Chavan,7,12,91,44.1,4.7,0
2309355,Kunal Mishra,3,20,71,81.3,0.8,0
2309356,Vihaan Mishra,8,10,48,88.3,3.4,0
2309357,Rahul Kumar,5,0,88,99.2,5.4,0
2309358,Diya Pandey,5,16,95,65.3,8.7,0
2309359,Aisha Kulkarni,2,5,58,98.2,3.7,1
2309360,Diya Gupta,2,2,46,40.5,7.2,1
2309361,Amit Rao,3,15,96,88.5,8.9,0
2309362,Kunal Gupta,0,12,29,55.2,8.5,1
2309363,Diya Gupta,5,11,55,55.5,7.3,1
2309364,Deepak Mishra,0,10,35,48.8,7.2,1
2309365,Vijay Kulkarni,3,1,55,42.1,8.8,1
2309366,Suresh Kumar,6,18,53,61,4.4,0
2309367,Nikhil Mehta,5,7,56,99.1,5.7,0
2309368,Rahul More,7,12,91,53.1,11.6,1
2309369,Siddharth Kulkarni,3,13,87,62.3,8.2,0
2309370,Pooja Nair,8,14,78,46,6.5,0
2309371,Priya Gupta,7,16,48,53.6,7.2,1
2309372,Krishna Desai,4,14,50,33.9,1.7,0
2309373,Manish More,5,20,85,96.9,7.3,0
2309374,Vivaan Rao,4,9,22,65.7,10.1,0
2309375,Siddharth Sharma,5,0,88,81.3,6.5,0
2309376,Aditya Patel,0,11,41,65.9,2.5,1
2309377,Nikhil Tiwari,3,8,99,83.9,5.7,0
2309378,Aisha Gupta,8,4,92,67.4,3.7,0
2309379,Kavya Pandey,3,14,72,79.1,4.6,0
2309380,Sai Tiwari,1,2,67,77.9,3.1,1
2309381,Sneha Pawar,5,18,92,67.3,4.3,0
2309382,Ishaan Kumar,1,6,95,46.1,9.9,1
2309383,Neha Mehta,2,6,66,44.8,9.2,1
2309384,Priya Mishra,6,6,61,91.2,6.1,0
2309385,Diya More,3,1,23,38.4,9.5,1
2309386,Raj More,0,1,61,69.1,11.7,1
2309387,Arjun Chavan,8,11,62,65.2,5.2,0
2309388,Krishna Kulkarni,5,4,61,85.9,11.8,0
2309389,Amit Patel,8,3,22,39.5,3.3,1
2309390,Neha Gupta,2,6,78,78.1,11.5,1
2309391,Ishaan Tiwari,4,15,100,72.4,10.4,0
2309392,Vijay Patel,8,2,95,79.1,2.8,0
2309393,Vijay Mishra,5,20,30,73.5,4.5,0
2309394,Priya Kumar,1,1,100,69.4,8.6,1
2309395,Neha Nair,0,16,54,94.8,2.7,0
2309396,Siddharth Jadhav,8,8,69,54.4,7.3,1
2309397,Raj Jadhav,0,19,82,42.9,6.7,1
2309398,Deepak Joshi,4,7,89,85.7,3.9,0
2309399,Riya Rao,0,11,25,39.1,4,1
2309400,Riya Chavan,4,6,51,77.6,6.4,0
2309401,Suresh Sharma,4,13,30,68.5,3.9,0
2309402,Vijay More,6,15,62,30.1,2.6,0
2309403,Aditya Rao,6,0,58,46.8,9.4,1
2309404,Vihaan Singh,0,9,32,64.7,7.2,1
2309405,Vihaan Nair,8,10,32,53.1,5.5,1
2309406,Krishna Kumar,0,6,58,59.9,2.6,1
2309407,Neha Pawar,4,17,65,72.1,7.3,0
2309408,Kavya Sharma,6,18,53,81.2,7.7,0
2309409,Aisha Tiwari,7,13,86,40.6,6,0
2309410,Amit Kulkarni,1,16,51,49.8,4.8,1
2309411,Manish Desai,0,18,87,74.6,10.5,0
2309412,Aditya Kumar,3,12,84,71.2,8.6,0
2309413,Amit Nair,3,2,92,81.6,4.6,0
2309414,Kavya Kumar,5,1,26,74.8,7.3,1
2309415,Amit Sharma,0,8,22,53.1,3.2,1
2309416,Aisha Joshi,0,6,99,64.9,0.6,1
2309417,Vijay Mehta,2,13,91,91.9,10.5,0
2309418,Nikhil Shah,4,4,88,43,9.9,1
2309419,Amit Mehta,5,19,68,56.4,7.9,1
2309420,Aisha Patel,4,14,77,88.9,9.8,0
2309421,Vihaan Nair,4,19,47,55.5,9.5,1
2309422,Vihaan Mehta,8,0,46,58.9,10.4,1
2309423,Amit Sharma,1,19,41,52.3,10.8,1
2309424,Arjun Mehta,0,6,90,93,9.9,1
2309425,Arjun Rao,5,4,32,76.4,10.3,1
2309426,Neha Kumar,8,3,41,44.6,6.3,1
2309427,Aryan Desai,6,10,94,82.5,8.6,0
2309428,Diya Kulkarni,7,18,24,32.7,4.3,1
2309429,Vihaan Desai,4,5,41,57.7,10.4,1
2309430,Ananya Gupta,3,19,98,93.7,10.4,0
2309431,Kunal Nair,5,17,72,78.3,1.3,0
2309432,Deepak Joshi,2,4,58,85.5,4.5,1
2309433,Rahul Mehta,0,19,56,95.2,2.5,0
2309434,Krishna Nair,3,14,50,84.2,2.1,0
2309435,Aryan Verma,8,20,81,36.2,5.3,0
2309436,Vihaan Kumar,3,19,100,46.1,7.7,1
2309437,Siddharth Tiwari,0,5,25,65,4.5,1
2309438,Kavya Mishra,3,3,100,31,4.1,1
2309439,Rahul Jadhav,6,16,53,73.7,1.6,0
2309440,Shreya Mishra,2,14,71,76,4.9,0
2309441,Ishaan Shah,5,17,49,78.8,5.9,0
2309442,Deepak Sharma,0,5,32,68.9,5.1,1
2309443,Aisha Jadhav,3,19,77,61.7,8.3,0
2309444,Aditya Shah,2,18,72,89.9,3.8,0
2309445,Neha Mishra,0,11,39,83.7,8.7,1
2309446,Aryan Pandey,2,8,25,72.9,10.7,1
2309447,Aisha Verma,3,7,74,33.2,7.3,1
2309448,Neha Patel,4,14,50,78.6,5,0
2309449,Sneha Joshi,5,0,78,69.1,2.6,0
2309450,Ishaan Desai,1,1,38,78.5,11.2,1
2309451,Siddharth Kulkarni,1,2,89,51.8,9.1,1
2309452,Sai Desai,5,18,47,84.4,3.3,0
2309453,Kavya Nair,4,9,32,59.3,2.2,1
2309454,Vijay Pawar,0,13,71,92.6,1.1,0
2309455,Rahul Verma,2,18,93,37.3,2.7,1
2309456,Sai Gupta,4,10,80,63.9,8.9,0
2309457,Vihaan Verma,1,20,60,44.4,7.7,1
2309458,Ananya Patel,0,5,64,61.7,11.6,1
2309459,Sai Tiwari,8,18,26,54.8,4.2,1
2309460,Ishaan Tiwari,4,13,33,86.2,9.5,0
2309461,Siddharth Patel,1,7,55,41.7,1.9,1
2309462,Riya Pandey,3,1,27,71.9,7,1
2309463,Rohan Pandey,2,17,31,58.5,5.9,1
2309464,Diya Rao,6,3,59,66.3,10.1,0
2309465,Pooja Pawar,0,2,81,80,8.6,1
2309466,Vihaan Tiwari,3,1,33,55,2.7,1
2309467,Pooja Shah,6,3,68,55.7,11.8,1
2309468,Neha Nair,4,17,70,35.4,10,1
2309469,Sai Mehta,3,10,81,68.6,4.6,0
2309470,Vivaan Singh,3,8,24,59.2,10,1
2309471,Krishna Pandey,1,7,86,86.9,11.5,1
2309472,Kunal Mishra,7,20,20,60.7,10.7,0
2309473,Aisha Kumar,3,7,68,98,6.9,0
2309474,Raj More,1,4,36,42,7.1,1
2309475,Neha Chavan,8,12,92,48.7,1.7,0
2309476,Priya Nair,6,6,54,57.4,2.4,1
2309477,Ishaan Sharma,2,20,86,41.9,11.8,1
2309478,Aryan Jadhav,6,4,32,98.1,9.4,1
2309479,Aditya Desai,0,12,56,74.9,0.8,0
2309480,Shreya Patel,0,19,57,30.8,6.8,1
2309481,Ishaan Tiwari,3,15,97,70.5,4.5,0
2309482,Sai Pandey,3,13,25,84.7,4.1,0
2309483,Sneha Joshi,3,4,82,33.6,6.9,1
2309484,Aryan Pandey,8,18,68,70.5,4.2,0
2309485,Siddharth Nair,5,3,28,56.2,3.4,1
2309486,Amit Pawar,2,10,55,70.7,11.3,0
2309487,Manish More,5,1,42,47.7,1,1
2309488,Siddharth Pawar,1,12,98,76.6,5.5,0
2309489,Ananya Pandey,1,15,76,77,6.4,0
2309490,Raj Shah,6,8,69,67.8,5.6,0
2309491,Deepak Mehta,2,15,78,94.7,8.1,0
2309492,Arjun Singh,6,6,26,93.7,0.8,1
2309493,Ananya Chavan,2,15,66,33.3,10.7,1
2309494,Krishna Patel,1,12,94,50.3,6.3,1
2309495,Rahul Patel,3,4,75,55.5,6.9,1
2309496,Raj Jadhav,3,14,27,33.9,5.8,1
2309497,Kavya Nair,2,6,55,66.7,5.6,1
2309498,Vivaan Desai,8,17,61,31.7,2.6,0
2309499,Vijay Patel,5,19,58,77.5,6.3,0
2309500,Suresh Verma,4,1,84,30.2,5.3,1
2309501,Krishna More,5,7,63,32.2,5.9,1
2309502,Vivaan More,7,9,96,88.4,0.7,0
2309503,Vivaan Pandey,4,9,99,47.7,2,0
2309504,Vijay Patel,3,10,65,35.7,9.3,1
2309505,Arjun Desai,6,20,32,58,5.3,1
2309506,Manish Joshi,4,20,56,33.6,9,1
2309507,Sai Tiwari,3,7,33,82.5,2.5,1
2309508,Siddharth Sharma,4,15,32,64.6,8.5,0
2309509,Raj Pawar,3,15,31,68.6,3.8,0
2309510,Kavya Tiwari,7,16,74,82.7,8.6,0
2309511,Aryan Kumar,7,5,47,84.9,1.5,1
2309512,Ishaan Tiwari,0,17,41,39.5,4.3,1
2309513,Rohan Rao,2,16,38,49.6,1.9,1
2309514,Vihaan Sharma,3,11,94,42.3,7.7,1
2309515,Pooja Pandey,1,14,49,33.8,5,1
2309516,Aarav Kulkarni,4,6,73,67.6,1.4,0
2309517,Aditya Gupta,7,13,34,47.5,6.6,1
2309518,Arjun Singh,1,3,49,40.8,0.8,1
2309519,Kavya Kulkarni,8,16,48,65.7,9.9,0
2309520,Sneha Kumar,6,10,51,74.4,11.3,0
2309521,Vivaan Kumar,5,5,49,84,9.8,1
2309522,Aarav Singh,7,9,35,31.2,11.4,1
2309523,Neha Gupta,1,14,55,66.8,10.8,0
2309524,Siddharth Gupta,4,5,67,48.7,10.8,1
2309525,Rahul Kulkarni,3,15,47,99.4,3.3,0
2309526,Vijay More,7,11,81,41,3.2,0
2309527,Ananya Kulkarni,0,18,75,60.6,9.8,0
2309528,Aarav Joshi,2,15,75,97.9,6.2,0
2309529,Kavya Verma,7,13,94,44.9,11.3,1
2309530,Priya Joshi,4,5,36,86.5,10.8,1
2309531,Kavya Patel,3,8,81,47,10.8,1
2309532,Siddharth Rao,5,0,40,35.3,4.3,1
2309533,Amit Desai,4,7,56,33,2,1
2309534,Siddharth Jadhav,2,6,53,96.4,8.3,1
2309535,Shreya Nair,4,13,48,44.9,5.6,1
2309536,Arjun Pandey,3,7,87,50.4,11.2,1
2309537,Rahul Kulkarni,0,10,79,97.7,10.3,0
2309538,Suresh Singh,0,8,30,76,11.2,1
2309539,Rahul Sharma,6,18,79,64.2,7,0
2309540,Pooja Pawar,3,6,99,60.5,6.6,0
2309541,Neha Tiwari,0,5,93,33.4,10.2,1
2309542,Manish More,5,17,53,88.7,6.4,0
2309543,Shreya Verma,0,4,52,83.3,10.9,1
2309544,Sai Mishra,7,18,29,36.3,0.9,1
2309545,Kavya Rao,8,10,79,54.7,4.6,0
2309546,Rahul Gupta,2,4,45,92,10.1,1
2309547,Rohan Sharma,6,8,44,46.6,2.9,1
2309548,Diya More,4,7,21,72.8,5.1,1
2309549,Amit Sharma,2,10,22,64.2,0.6,1
2309550,Diya Desai,4,5,51,87.3,4,0
2309551,Manish Joshi,6,14,20,32.5,4.2,1
2309552,Aisha Patel,6,5,43,87.1,8.9,1
2309553,Raj Sharma,8,10,69,39.5,8.3,1
2309554,Ishaan Pawar,7,14,62,31.1,5.6,0
2309555,Diya Tiwari,3,11,63,71.7,8.9,0
2309556,Arjun Rao,4,8,52,48.1,5.4,0
2309557,Manish Rao,4,9,57,79.6,5.5,0
2309558,Rahul Kumar,1,14,71,62.9,7.9,0
2309559,Diya Jadhav,6,16,54,72.4,8.8,0
2309560,Suresh Singh,6,15,36,78.3,10.2,0
2309561,Kavya Gupta,8,7,77,94.9,9.1,0
2309562,Aditya Singh,8,16,67,87.6,8.2,0
2309563,Suresh Gupta,3,10,62,64.7,7,0
2309564,Sneha Pandey,4,10,67,60.7,4,0
2309565,Aisha Pawar,6,5,63,75.8,3.5,0
2309566,Sai Nair,6,1,52,81.3,10.2,0
2309567,Amit Chavan,7,0,94,42.1,8.7,1
2309568,Kavya Tiwari,7,19,95,32.3,8.2,1
2309569,Aisha Shah,1,5,21,61.8,3.5,1
2309570,Krishna Pandey,8,4,29,37,11.7,1
2309571,Ananya Tiwari,3,8,47,49.1,1.4,1
2309572,Raj Jadhav,0,4,66,70.9,10.1,1
2309573,Aisha Rao,0,17,27,40.6,2.9,1
2309574,Vihaan Shah,4,18,42,32,5,1
2309575,Diya More,6,14,67,68.8,5.4,0
2309576,Amit Mishra,4,14,82,62.6,8.1,0
2309577,Ananya Kulkarni,2,8,96,51.4,6.8,1
2309578,Aditya Patel,6,13,56,62.8,2.6,0
2309579,Sneha Jadhav,0,4,31,77.8,0.8,1
2309580,Manish More,0,16,93,37.6,8.7,1
2309581,Siddharth Nair,1,14,100,47.9,6.3,1
2309582,Kavya Pandey,0,19,84,85.6,4.7,0
2309583,Neha Mehta,8,16,34,76.9,3.8,0
2309584,Vihaan Pandey,3,8,99,48.6,10,1
2309585,Neha Chavan,6,12,29,57.9,9.6,1
2309586,Ishaan Pawar,4,12,61,38.4,10,1
2309587,Rahul Sharma,6,4,45,47.7,3,1
2309588,Rohan Jadhav,6,13,68,88.9,10.3,0
2309589,Ananya Chavan,0,6,42,60.8,11.8,1
2309590,Kunal Sharma,0,4,83,74.8,7.4,1
2309591,Manish Pandey,2,11,36,41.2,1,1
2309592,Rohan Pawar,1,2,53,42.8,8.6,1
2309593,Aditya Desai,6,8,76,95.9,6.7,0
2309594,Sai Rao,2,9,23,88.9,8.7,1
2309595,Pooja Joshi,6,0,90,85.3,2.7,0
2309596,Priya Pawar,8,13,88,53.1,7.5,1
2309597,Suresh Jadhav,0,0,87,69.4,6.7,1
2309598,Amit More,2,9,69,64.5,7.4,0
2309599,Manish Kumar,5,10,86,96.9,8.9,0
2309600,Vijay Kulkarni,8,19,87,46.8,6.8,0
2309601,Ishaan Desai,4,1,78,96.3,4.2,0
2309602,Rahul Patel,2,1,97,79.5,4.1,1
2309603,Suresh Tiwari,7,10,82,59,8.5,1
2309604,Manish Mehta,4,7,86,48.6,8.1,1
2309605,Deepak Sharma,5,2,45,83,5.4,1
2309606,Aarav Shah,1,8,20,87.6,4.6,1
2309607,Priya Sharma,3,15,87,55,7.6,1
2309608,Aisha Shah,0,15,97,42,4.1,1
2309609,Kavya Pandey,3,9,37,64.5,11.6,0
2309610,Vivaan Jadhav,0,5,31,62.8,7.4,1
2309611,Riya Singh,3,19,57,80.8,7.3,0
2309612,Ishaan Verma,1,19,61,98.1,2.1,0
2309613,Sneha Pandey,5,19,55,67.2,7.5,0
2309614,Nikhil Mehta,5,10,35,81.2,3.9,0
2309615,Vivaan Pawar,7,7,84,54.5,5.7,1
2309616,Raj Nair,8,19,86,72,6.7,0
2309617,Krishna Verma,7,0,58,38.1,6,1
2309618,Vijay More,0,5,78,87,9.8,1
2309619,Kavya Desai,2,7,98,54.1,1.6,1
2309620,Kavya Nair,5,13,57,35.6,2.4,0
2309621,Shreya Rao,0,2,35,99.3,2.3,1
2309622,Riya Jadhav,7,1,100,93.1,9.9,0
2309623,Aisha Jadhav,5,0,93,43.8,1.9,1
2309624,Aarav Patel,0,10,30,55.4,11.7,1
2309625,Pooja Kulkarni,1,20,47,95.6,11.6,1
2309626,Aryan Gupta,5,5,96,85.7,11.9,0
2309627,Pooja Tiwari,7,7,99,93.4,11.8,0
2309628,Pooja Nair,4,6,21,69.4,2.2,1
2309629,Vijay Mehta,0,5,39,47,8.1,1
2309630,Ananya Joshi,1,17,95,45.9,5.1,1
2309631,Arjun Nair,3,11,91,66.8,8.9,0
2309632,Deepak Kumar,3,7,57,94.7,5.2,0
2309633,Amit Kulkarni,6,20,75,74.2,4.9,0
2309634,Deepak Chavan,1,18,58,32.4,10.9,1
2309635,Ananya Mehta,6,4,50,69.2,6.2,0
2309636,Aryan Chavan,6,18,99,72.6,9,0
2309637,Aryan Mehta,6,8,42,70.7,8,0
2309638,Kunal Patel,2,11,53,78.4,8.1,0
2309639,Manish More,5,14,36,50.5,4.5,1
2309640,Priya Rao,5,12,43,40.1,3.4,1
2309641,Sai Pandey,3,12,54,82.5,10.7,0
2309642,Siddharth Pandey,0,20,42,43.7,0.8,1
2309643,Diya Gupta,8,20,27,38,2.5,1
2309644,Sneha Verma,1,4,73,55.2,2,1
2309645,Kunal Shah,8,1,40,88.3,11.4,1
2309646,Aisha Tiwari,7,18,38,35.7,0.6,1
2309647,Neha Kulkarni,0,7,50,43.7,0.6,1
2309648,Pooja Kulkarni,6,13,69,63.3,3.1,0
2309649,Vijay Pawar,2,5,90,50.1,3.7,1
2309650,Deepak Tiwari,8,6,43,80.5,6.9,1
2309651,Suresh Jadhav,4,13,65,77.2,11.6,0
2309652,Manish Gupta,2,5,27,89,5.8,1
2309653,Amit Shah,7,15,96,44.3,3.8,0
2309654,Aryan Kumar,2,3,22,75.4,9.9,1
2309655,Siddharth Rao,6,6,53,84.2,4.9,0
2309656,Nikhil Pandey,6,15,96,34.4,2.1,0
2309657,Ananya Rao,6,3,76,32.6,9.6,1
2309658,Ananya Pandey,0,6,77,69.1,0.5,1
2309659,Ananya Mehta,4,20,54,71.1,2.9,0
2309660,Neha Verma,0,1,40,57.5,7.8,1
2309661,Nikhil Mishra,6,7,84,32.5,1.7,1
2309662,Diya Kumar,7,9,85,58.1,3.4,0
